Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 202, 3.0642e+18, 1.571994, 25.623069, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 203, 2.01191e+20, 1.438158, 16.684985, 1, 1.413031, 16.076701, 1, 1.386101, 15.653517
2, 204, 3.56463e+18, 1.455462, 28.908288, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 205, 8.71814e+18, 1.974428, 6.770289, 1, 1.478986, 4.419170, 1, 1.939425, 6.433875
2, 206, 5.08506e+17, 1.542037, 14.218811, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 207, 1.95963e+17, 2.425837, 32.357974, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 208, 7.829e+20, 1.766763, 33.669556, 1, 1.693591, 31.405619, 0, 0.000000, 0.000000
2, 209, 4.10025e+18, 1.255113, 22.075836, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 210, 1.22579e+17, 1.509384, 6.488476, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 211, 4.72059e+17, 1.726260, 8.682977, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 212, 2.01531e+17, 1.794812, 39.679084, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 213, 2.78138e+19, 2.025848, 5.688785, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 214, 1.21373e+20, 0.760628, 33.881058, 1, 0.769047, 34.589823, 0, 0.000000, 0.000000
2, 215, 1.36199e+17, 1.574114, 36.789200, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 216, 2.0094e+17, 1.516653, 39.643225, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 217, 4.94613e+18, 1.783613, 21.434191, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 218, 4.81427e+20, 1.016368, 34.498287, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 219, 3.84439e+19, 1.120856, 5.179942, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 220, 7.61712e+20, 1.502103, 24.438709, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 221, 2.51447e+17, 1.734165, 39.426501, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 222, 1.99533e+17, 1.502536, 34.243200, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 223, 2.91349e+17, 1.892434, 35.298390, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
